OrderId,ItemName,Price,Quantity,,,,,,
13fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Mix - Cappucino Cocktail,653.07,9,,,,,,
14fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cheese - Perron Cheddar,287.9,5,,,,,,
15fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - Roll& Calabrese,756.31,11,,,,,,
16fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Egg - Salad Premix,276,13,,,,,,
17fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Red Pepper Paste,497.48,11,,,,,,
18fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Jicama,394.13,10,,,,,,
19fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Scallops - U - 10,117.98,3,,,,,,
1afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Coffee - Beans& Whole,546.81,5,,,,,,
1bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Corn - On The Cob,570.49,12,,,,,,
1cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Whmis Spray Bottle Graduated,306.55,8,,,,,,
1dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Iced Tea - Lemon& 460 Ml,729.14,15,,,,,,
1efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pear - Prickly,732.71,9,,,,,,
1ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Apricots - Halves,301.13,2,,,,,,
20fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pomello,470.04,14,,,,,,
21fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Black Currants,831.7,14,,,,,,
22fa1215-41f5-ed11-9f05-f46b8c8f0ef6,True - Vue Containers,525.54,10,,,,,,
23fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Veal - Leg,807.95,5,,,,,,
24fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chives - Fresh,637.97,5,,,,,,
25fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Grapefruit - White,244.1,10,,,,,,
26fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Buffalo - Tenderloin,383.75,2,,,,,,
27fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Steampan - Lid For Half Size,676.06,13,,,,,,
28fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sauce - White& Mix,160.22,10,,,,,,
29fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lobster - Canned Premium,344.55,11,,,,,,
2afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pate Pans Yellow,124.34,7,,,,,,
2bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Rice - Long Grain,418.05,2,,,,,,
2cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Crab - Claws& 26 - 30,588.45,3,,,,,,
2dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread Cranberry Foccacia,637.75,1,,,,,,
2efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tray - 12in Rnd Blk,542.04,13,,,,,,
2ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Muffin - Mix - Bran And Maple 15l,230.68,15,,,,,,
30fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Longos - Grilled Salmon With Bbq,964.51,2,,,,,,
31fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Scallop - St. Jaques,791.83,11,,,,,,
32fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cod - Black Whole Fillet,142.18,6,,,,,,
33fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sage Ground Wiberg,872.04,8,,,,,,
34fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - Pullman& Sliced,669.16,14,,,,,,
35fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sardines,808.61,2,,,,,,
36fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Mushroom - Chantrelle& Fresh,167.53,10,,,,,,
37fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Garbage Bags - Clear,762.02,15,,,,,,
38fa1215-41f5-ed11-9f05-f46b8c8f0ef6,V8 Splash Strawberry Banana,271.82,1,,,,,,
39fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Shrimp - 21/25& Peel And Deviened,421.61,5,,,,,,
3afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chocolate - Compound Coating,709.08,3,,,,,,
3bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Winzer Krems Gruner,432.55,14,,,,,,
3cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Rabbit - Saddles,955.32,1,,,,,,
3dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Filling - Mince Meat,219.16,8,,,,,,
3efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beef - Short Ribs,446.73,7,,,,,,
3ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Rum - Mount Gay Eclipes,587.3,15,,,,,,
40fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Carrots - Jumbo,609.19,7,,,,,,
41fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cumin - Ground,404.39,15,,,,,,
42fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Ham - Proscuitto,426.72,6,,,,,,
43fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Jameson Irish Whiskey,923.06,5,,,,,,
44fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beef Wellington,150.23,11,,,,,,
45fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cookie Dough - Oatmeal Rasin,110.36,15,,,,,,
46fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Plastic Wrap,380.65,10,,,,,,
47fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Yogurt - Assorted Pack,121.11,14,,,,,,
48fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Vanilla Beans,890.68,4,,,,,,
49fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Parsnip,210.9,13,,,,,,
4afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soy Protein,203.08,4,,,,,,
4bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Table Cloth 144x90 White,871.77,1,,,,,,
4cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soup - Knorr& Chicken Noodle,713.66,9,,,,,,
4dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Chablis 2003 Champs,326.46,13,,,,,,
4efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Sauvignon Blanc,846.11,3,,,,,,
4ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Squid - Tubes / Tenticles 10/20,142.11,3,,,,,,
50fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Mushroom - King Eryingii,988.11,8,,,,,,
51fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beer - Sleemans Cream Ale,862.62,3,,,,,,
52fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Gato Negro Cabernet,286.04,10,,,,,,
53fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Appetizer - Seafood Assortment,533.47,15,,,,,,
54fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Ej Gallo Sonoma,831.22,1,,,,,,
55fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lid - 0090 Clear,504.52,6,,,,,,
56fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tarragon - Primerba& Paste,267.62,1,,,,,,
57fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Emulsifier,929.29,6,,,,,,
58fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chutney Sauce - Mango,961.81,13,,,,,,
59fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Napkin - Cocktail&beige 2 - Ply,748.84,15,,,,,,
5afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lemonade - Kiwi& 591 Ml,527.68,11,,,,,,
5bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Coconut Milk - Unsweetened,633.59,14,,,,,,
5cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Nantucket Cranberry Juice,412.65,8,,,,,,
5dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cake - Miini Cheesecake Cherry,399.01,7,,,,,,
5efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pepper - Orange,239.06,6,,,,,,
5ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Quail - Eggs& Fresh,388.41,6,,,,,,
60fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Kohlrabi,456.03,15,,,,,,
61fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chicken - White Meat& No Tender,426.89,8,,,,,,
62fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chinese Foods - Chicken,638.17,14,,,,,,
63fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Yukon Jack,336.83,14,,,,,,
64fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tart Shells - Savory& 4,108.34,2,,,,,,
65fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Coffee - Cafe Moreno,816.3,2,,,,,,
66fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tomatoes - Hot House,503.06,1,,,,,,
67fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Veal - Osso Bucco,871.86,5,,,,,,
68fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pasta - Gnocchi& Potato,563.16,2,,,,,,
69fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pepper - Jalapeno,312.23,9,,,,,,
6afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tomato Puree,343.65,3,,,,,,
6bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Mushroom - King Eryingii,840.6,4,,,,,,
6cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cheese - Mozzarella,509.2,3,,,,,,
6dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Gin - Gilbeys London& Dry,340.8,1,,,,,,
6efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Flour - Bread,658.06,12,,,,,,
6ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Yoghurt Tubes,527.87,8,,,,,,
70fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pickerel - Fillets,460.55,15,,,,,,
71fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Gooseberry,506.82,12,,,,,,
72fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Crab - Claws& 26 - 30,786.04,5,,,,,,
73fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cheese - Grana Padano,937.87,3,,,,,,
74fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Crab - Meat,771.45,9,,,,,,
75fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread Crumbs - Japanese Style,658.52,7,,,,,,
76fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Dill - Primerba& Paste,442.82,14,,,,,,
77fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Shrimp - Tiger 21/25,159.63,1,,,,,,
78fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soup Campbells Beef With Veg,122.38,3,,,,,,
79fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Ecolab Crystal Fusion,597.55,1,,,,,,
7afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chocolate - Mi - Amere Semi,172.34,8,,,,,,
7bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Spice - Paprika,913.11,6,,,,,,
7cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beef - Bresaola,283.8,15,,,,,,
7dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beef - Kindney& Whole,652.01,2,,,,,,
7efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Table Cloth - 53x69 Colour,300.51,12,,,,,,
7ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soup - Campbells Chicken,436.9,8,,,,,,
80fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soup - Verve - Chipotle Chicken,454.66,14,,,,,,
81fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - White& Unsliced,795.3,5,,,,,,
82fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sour Puss - Tangerine,370.8,9,,,,,,
83fa1215-41f5-ed11-9f05-f46b8c8f0ef6,French Pastries,607.65,4,,,,,,
84fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lamb - Shanks,495.02,8,,,,,,
85fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Oil - Olive,333.46,4,,,,,,
86fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Longos - Penne With Pesto,131.44,12,,,,,,
87fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Coffee Decaf Colombian,192.89,7,,,,,,
88fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Nantucket - Carrot Orange,529.67,1,,,,,,
89fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cabbage - Nappa,332.58,1,,,,,,
8afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Magnotta - Red& Baco,302.72,6,,,,,,
8bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Banana Turning,142.72,8,,,,,,
8cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pimento - Canned,330.61,11,,,,,,
8dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - Assorted Rolls,164.63,13,,,,,,
8efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pepper - White& Ground,655.68,6,,,,,,
8ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - White& Ej,417.28,7,,,,,,
90fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cake - Sheet Strawberry,825.85,13,,,,,,
91fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Juice - Pineapple& 48 Oz,914.96,5,,,,,,
92fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Magnotta Bel Paese Red,810.07,12,,,,,,
93fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Onions - Dried& Chopped,679.14,8,,,,,,
94fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Veal - Leg,189.53,3,,,,,,
95fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Poppy Seed,778.55,5,,,,,,
96fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lentils - Red& Dry,117.63,10,,,,,,
97fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Dawn Professionl Pot And Pan,844.05,14,,,,,,
98fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - White& Unsliced,475.19,8,,,,,,
99fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Truffle - Whole Black Peeled,736.63,3,,,,,,
9afa1215-41f5-ed11-9f05-f46b8c8f0ef6,Stock - Veal& White,436.17,5,,,,,,
9bfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soup - Campbells Chili Veg,805.49,2,,,,,,
9cfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Syrup - Kahlua Chocolate,670.75,11,,,,,,
9dfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chicken - White Meat& No Tender,144.02,1,,,,,,
9efa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pork - Sausage& Medium,631.32,12,,,,,,
9ffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Nori Sea Weed - Gold Label,707.47,13,,,,,,
a0fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sping Loaded Cup Dispenser,494.01,14,,,,,,
a1fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Rum - Coconut& Malibu,593.3,4,,,,,,
a2fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Salmon Steak - Cohoe 6 Oz,520.66,15,,,,,,
a3fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - White Mini Epi,469.2,11,,,,,,
a4fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cream - 18%,337.26,5,,,,,,
a5fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lemonade - Mandarin& 591 Ml,934.73,1,,,,,,
a6fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Icecream - Dstk Super Cone,627.96,8,,,,,,
a7fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Scallops - U - 10,801.08,4,,,,,,
a8fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Salami - Genova,952.44,7,,,,,,
a9fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bandage - Fexible 1x3,728.22,8,,,,,,
aafa1215-41f5-ed11-9f05-f46b8c8f0ef6,Guava,751.11,1,,,,,,
abfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Arctic Char - Fillets,227.7,13,,,,,,
acfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Coconut - Shredded& Unsweet,375.27,8,,,,,,
adfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Salmon - Canned,857.98,9,,,,,,
aefa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lamb Rack Frenched Australian,781.93,13,,,,,,
affa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chocolate - Pistoles& White,646.42,13,,,,,,
b0fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cheese - Manchego& Spanish,523.61,14,,,,,,
b1fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Dry Ice,859.03,1,,,,,,
b2fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beef - Ox Tongue,552.87,14,,,,,,
b3fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Maipo Valle Cabernet,212.69,8,,,,,,
b4fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Lamancha Do Crianza,442.24,13,,,,,,
b5fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Flower - Dish Garden,740.79,6,,,,,,
b6fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Charddonnay Errazuriz,104.2,11,,,,,,
b7fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Apricots - Dried,359.91,2,,,,,,
b8fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cake - Sheet Strawberry,511.58,4,,,,,,
b9fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beans - Black Bean& Canned,682.33,3,,,,,,
bafa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sour Puss Sour Apple,457.45,11,,,,,,
bbfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Carmenere Casillero Del,653.53,13,,,,,,
bcfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Mushroom - Shitake& Dry,195.04,4,,,,,,
bdfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Uniform Linen Charge,480.01,1,,,,,,
befa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pears - Anjou,716.67,11,,,,,,
bffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beer - Upper Canada Light,652.32,3,,,,,,
c0fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Plate - Foam& Bread And Butter,275.77,7,,,,,,
c1fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bacardi Mojito,344,9,,,,,,
c2fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Veal - Liver,890.34,3,,,,,,
c3fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Worcestershire Sauce,127.02,11,,,,,,
c4fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tuna - Fresh,787.33,15,,,,,,
c5fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tea - Herbal I Love Lemon,614.71,2,,,,,,
c6fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Basil - Seedlings Cookstown,592.74,11,,,,,,
c7fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Swiss Chard,798.94,14,,,,,,
c8fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Tribal Sauvignon,737.93,11,,,,,,
c9fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tea - Jasmin Green,847.97,2,,,,,,
cafa1215-41f5-ed11-9f05-f46b8c8f0ef6,Dc Hikiage Hira Huba,755.77,13,,,,,,
cbfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Hagen Daza - Dk Choocolate,238.49,10,,,,,,
ccfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Paper - Brown Paper Mini Cups,798.79,13,,,,,,
cdfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Extract - Vanilla&artificial,647.21,12,,,,,,
cefa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lettuce - Frisee,776.44,7,,,,,,
cffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soup - Campbells - Tomato,743.2,15,,,,,,
d0fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Lettuce - Sea / Sea Asparagus,882.81,8,,,,,,
d1fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pasta - Fett Alfredo& Single Serve,487.07,7,,,,,,
d2fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread - Olive Dinner Roll,262.06,5,,,,,,
d3fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bread Cranberry Foccacia,698.21,4,,,,,,
d4fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Dubouef Macon - Villages,391.27,8,,,,,,
d5fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pork - Loin& Center Cut,808.8,9,,,,,,
d6fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Flour - Masa De Harina Mexican,898.47,13,,,,,,
d7fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Raisin - Golden,508.91,9,,,,,,
d8fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Valpolicella Masi,792.98,5,,,,,,
d9fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cookies - Oreo& 4 Pack,443.17,9,,,,,,
dafa1215-41f5-ed11-9f05-f46b8c8f0ef6,Oven Mitts - 15 Inch,257.17,5,,,,,,
dbfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Two Oceans Cabernet,771.7,5,,,,,,
dcfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Juice - Pineapple& 48 Oz,418.94,13,,,,,,
ddfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Soho Lychee Liqueur,773.34,6,,,,,,
defa1215-41f5-ed11-9f05-f46b8c8f0ef6,Stock - Beef& Brown,292.59,11,,,,,,
dffa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cherries - Frozen,996.14,8,,,,,,
e0fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Segura Viudas Aria Brut,836.84,13,,,,,,
e1fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Cahors Ac 2000& Clos,888.25,7,,,,,,
e2fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Muffins - Assorted,697.82,11,,,,,,
e3fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pineapple - Regular,906.97,5,,,,,,
e4fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Squid Ink,608.03,14,,,,,,
e5fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Sour Cream,612.03,4,,,,,,
e6fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Veal - Striploin,285.81,14,,,,,,
e7fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Arizona - Green Tea,745.82,1,,,,,,
e8fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Rum - Mount Gay Eclipes,271.25,9,,,,,,
e9fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Country Roll,961.84,9,,,,,,
eafa1215-41f5-ed11-9f05-f46b8c8f0ef6,Squash - Pattypan& Yellow,407.18,10,,,,,,
ebfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Beef - Ox Tongue,580.21,6,,,,,,
ecfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pepper - Pablano,368.32,7,,,,,,
edfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Noodles - Cellophane& Thin,634.52,6,,,,,,
eefa1215-41f5-ed11-9f05-f46b8c8f0ef6,Chicken - Base& Ultimate,902.83,3,,,,,,
effa1215-41f5-ed11-9f05-f46b8c8f0ef6,Pastry - Carrot Muffin - Mini,388.08,8,,,,,,
f0fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Cheese - Bakers Cream Cheese,464.35,12,,,,,,
f1fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Shallots,625.78,6,,,,,,
f2fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Table Cloth 81x81 Colour,405.18,1,,,,,,
f3fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Ham - Smoked& Bone - In,211.31,1,,,,,,
f4fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Yucca,266.83,12,,,,,,
f5fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Campari,673.32,13,,,,,,
f6fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Tilapia - Fillets,546.24,12,,,,,,
f7fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Nut - Cashews& Whole& Raw,869.3,11,,,,,,
f8fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Bacon Strip Precooked,983.72,1,,,,,,
f9fa1215-41f5-ed11-9f05-f46b8c8f0ef6,Mcgillicuddy Vanilla Schnap,682.8,1,,,,,,
fafa1215-41f5-ed11-9f05-f46b8c8f0ef6,Dr. Pepper - 355ml,747.89,8,,,,,,
fbfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Wine - Red& Cabernet Sauvignon,845.68,14,,,,,,
fcfa1215-41f5-ed11-9f05-f46b8c8f0ef6,Compound - Rum,698.73,6,,,,,,
